uid,vid,rate,time
791,270,2,3770
170,158,3,3771
200,486,3,3772
556,449,3,3773
775,70,3,3774
503,363,2,3775
370,102,3,3776
124,312,3,3777
975,482,3,3778
797,457,4,3779
229,145,4,3780
881,196,2,3781
884,220,3,3782
422,59,2,3783
609,170,3,3784
381,172,3,3785
662,452,3,3786
349,389,3,3787
951,121,3,3788
493,107,3,3789
3,92,2,3790
918,5,3,3791
287,105,3,3792
145,270,3,3793
423,377,4,3794
607,456,4,3795
740,201,4,3796
211,5,3,3797
623,375,3,3798
890,446,4,3799
834,105,4,3800
650,298,2,3801
400,95,2,3802
387,446,3,3803
451,336,3,3804
808,466,3,3805
900,415,2,3806
725,453,3,3807
290,21,3,3808
192,467,4,3809
149,367,3,3810
758,266,3,3811
972,250,4,3812
514,392,3,3813
315,75,3,3814
598,269,3,3815
224,17,3,3816
232,328,3,3817
790,201,2,3818
82,124,4,3819
174,68,3,3820
46,371,3,3821
255,214,3,3822
29,280,3,3823
923,481,3,3824
236,247,4,3825
367,494,2,3826
24,73,3,3827
717,489,3,3828
493,313,3,3829
605,374,3,3830
638,424,3,3831
24,333,3,3832
354,115,4,3833
47,225,3,3834
777,98,2,3835
458,10,2,3836
596,404,2,3837
213,172,3,3838
902,208,3,3839
447,381,3,3840
575,257,3,3841
843,120,3,3842
809,465,2,3843
53,330,3,3844
783,240,3,3845
754,17,3,3846
482,186,4,3847
857,143,3,3848
261,440,4,3849
363,490,4,3850
430,238,3,3851
303,297,3,3852
75,187,3,3853
332,387,3,3854
998,245,4,3855
641,473,3,3856
826,410,2,3857
282,78,3,3858
71,262,3,3859
702,366,3,3860
886,429,3,3861
574,487,3,3862
891,11,3,3863
140,253,2,3864
554,16,3,3865
62,252,3,3866
464,375,2,3867
803,468,3,3868
519,324,3,3869
89,207,3,3870
803,283,3,3871
629,348,2,3872
174,75,3,3873
612,413,3,3874
662,399,3,3875
781,457,4,3876
70,492,3,3877
179,123,3,3878
380,292,3,3879
796,194,3,3880
910,227,2,3881
430,429,3,3882
435,274,2,3883
460,105,2,3884
20,63,2,3885
164,26,3,3886
310,499,3,3887
284,147,2,3888
280,325,3,3889
830,163,2,3890
897,405,3,3891
223,271,3,3892
145,452,3,3893
949,355,4,3894
29,44,3,3895
786,470,3,3896
33,140,3,3897
426,317,4,3898
885,220,3,3899
867,21,3,3900
691,435,3,3901
366,419,3,3902
840,230,3,3903
914,37,2,3904
581,115,4,3905
238,334,4,3906
440,147,3,3907
8,287,3,3908
387,49,3,3909
849,4,2,3910
915,342,3,3911
637,74,3,3912
676,277,3,3913
953,323,3,3914
988,299,3,3915
801,76,3,3916
809,136,4,3917
617,94,3,3918
134,67,3,3919
146,489,4,3920
477,158,3,3921
383,162,4,3922
440,340,3,3923
188,414,3,3924
338,94,3,3925
180,287,3,3926
833,186,3,3927
883,137,4,3928
129,193,3,3929
315,471,2,3930
784,351,3,3931
143,15,3,3932
301,422,2,3933
244,414,3,3934
106,87,2,3935
128,394,4,3936
886,340,4,3937
3,326,3,3938
409,366,4,3939
305,395,3,3940
606,208,3,3941
224,458,2,3942
347,479,4,3943
320,46,2,3944
987,180,3,3945
617,198,1,3946
385,105,3,3947
791,259,3,3948
107,18,3,3949
409,458,4,3950
295,305,3,3951
170,330,3,3952
492,194,5,3953
11,194,3,3954
489,282,3,3955
880,181,3,3956
961,304,3,3957
655,385,4,3958
315,181,3,3959
29,83,3,3960
677,283,3,3961
792,95,3,3962
380,265,3,3963
443,297,3,3964
807,224,3,3965
844,360,4,3966
373,41,3,3967
302,420,3,3968
245,207,3,3969
236,21,3,3970
184,467,2,3971
753,362,3,3972
282,40,3,3973
335,161,3,3974
159,473,3,3975
600,321,3,3976
11,423,3,3977
72,75,3,3978
857,200,3,3979
521,351,3,3980
504,225,3,3981
687,275,3,3982
38,59,3,3983
577,320,2,3984
434,123,3,3985
675,407,4,3986
922,385,2,3987
670,56,3,3988
77,193,3,3989
284,14,3,3990
523,100,4,3991
155,339,2,3992
124,358,3,3993
279,404,3,3994
905,109,4,3995
845,356,2,3996
657,215,3,3997
909,161,2,3998
127,313,3,3999
331,149,2,4000
453,35,2,4001
684,419,4,4002
21,205,4,4003
638,335,3,4004
956,355,3,4005
439,216,4,4006
95,416,3,4007
940,163,3,4008
147,17,3,4009
293,194,2,4010
662,479,2,4011
876,122,2,4012
399,186,3,4013
964,451,3,4014
660,103,4,4015
754,461,4,4016
742,478,3,4017
717,197,3,4018
395,399,3,4019
336,492,3,4020
598,141,4,4021
316,198,4,4022
557,287,2,4023
526,43,4,4024
400,168,4,4025
309,494,3,4026
555,97,2,4027
772,108,3,4028
794,371,3,4029
854,103,3,4030
767,378,2,4031
205,334,3,4032
42,352,3,4033
244,286,3,4034
354,272,2,4035
475,82,2,4036
109,437,3,4037
189,470,4,4038
799,423,2,4039
908,250,3,4040
723,290,3,4041
644,200,3,4042
796,325,3,4043
510,408,3,4044
606,277,4,4045
961,428,2,4046
836,218,3,4047
600,71,3,4048
246,128,3,4049
723,427,3,4050
854,95,4,4051
586,422,2,4052
565,343,3,4053
970,412,3,4054
53,217,3,4055
527,98,3,4056
531,45,4,4057
962,192,4,4058
894,57,2,4059
436,110,3,4060
128,336,4,4061
705,412,3,4062
851,325,4,4063
7,28,4,4064
111,434,4,4065
672,130,3,4066
187,162,3,4067
708,474,4,4068
363,203,3,4069
211,108,3,4070
275,72,3,4071
678,259,3,4072
242,274,3,4073
101,474,3,4074
684,170,3,4075
652,396,3,4076
187,440,3,4077
85,475,3,4078
51,110,4,4079
948,364,4,4080
853,42,3,4081
210,455,3,4082
199,297,3,4083
857,239,3,4084
626,25,3,4085
918,298,4,4086
76,411,3,4087
136,19,3,4088
439,210,3,4089
751,38,3,4090
434,267,3,4091
206,478,2,4092
438,461,4,4093
778,153,3,4094
41,410,2,4095
522,293,3,4096
609,426,3,4097
274,447,2,4098
901,429,3,4099
883,229,3,4100
368,425,3,4101
219,64,3,4102
866,231,3,4103
327,442,3,4104
51,373,4,4105
942,375,3,4106
262,266,3,4107
358,316,3,4108
323,408,2,4109
907,153,2,4110
869,365,4,4111
651,426,3,4112
562,116,4,4113
420,45,2,4114
820,87,3,4115
719,376,4,4116
268,88,4,4117
380,117,4,4118
565,440,3,4119
115,117,3,4120
259,74,3,4121
479,304,3,4122
6,365,3,4123
633,10,3,4124
347,437,2,4125
214,428,3,4126
790,497,2,4127
539,234,3,4128
366,312,4,4129
537,408,3,4130
53,28,3,4131
466,352,4,4132
163,269,3,4133
333,34,3,4134
797,347,2,4135
272,450,3,4136
719,237,3,4137
413,499,2,4138
92,172,3,4139
78,109,3,4140
216,434,3,4141
357,105,4,4142
506,46,4,4143
180,63,3,4144
245,243,3,4145
505,421,3,4146
319,86,3,4147
216,489,3,4148
518,277,3,4149
848,209,4,4150
168,329,3,4151
649,440,4,4152
390,495,3,4153
380,305,3,4154
741,474,3,4155
819,160,3,4156
512,235,3,4157
948,187,3,4158
929,3,3,4159
912,131,3,4160
426,217,4,4161
259,0,4,4162
70,477,3,4163
177,456,2,4164
188,290,3,4165
519,252,3,4166
919,466,2,4167
291,433,3,4168
755,122,2,4169
543,333,3,4170
376,145,3,4171
155,412,4,4172
527,354,3,4173
558,250,3,4174
186,30,3,4175
259,420,3,4176
528,38,3,4177
303,429,3,4178
985,431,4,4179
38,488,3,4180
643,29,4,4181
669,277,3,4182
202,65,3,4183
107,267,3,4184
221,291,3,4185
529,89,3,4186
692,254,3,4187
454,252,3,4188
256,382,2,4189
441,345,2,4190
598,89,3,4191
748,389,3,4192
711,151,3,4193
597,18,2,4194
100,401,4,4195
606,253,2,4196
356,29,3,4197
760,425,3,4198
32,457,2,4199
228,11,4,4200
629,349,3,4201
154,422,4,4202
904,245,4,4203
404,331,2,4204
758,28,3,4205
160,234,4,4206
701,116,3,4207
270,257,3,4208
691,486,3,4209
884,171,3,4210
949,273,3,4211
258,134,3,4212
682,209,4,4213
747,421,3,4214
420,185,3,4215
928,363,3,4216
954,94,2,4217
377,10,3,4218
579,378,3,4219
721,195,3,4220
880,97,3,4221
604,471,3,4222
21,449,4,4223
171,382,4,4224
133,425,3,4225
24,184,3,4226
84,54,3,4227
762,143,3,4228
862,397,3,4229
678,411,3,4230
223,219,4,4231
178,118,3,4232
432,264,3,4233
953,428,4,4234
661,415,3,4235
452,214,4,4236
196,41,3,4237
52,479,2,4238
442,329,4,4239
250,294,4,4240
889,270,3,4241
966,412,3,4242
122,366,3,4243
386,338,3,4244
777,347,4,4245
28,462,4,4246
34,5,3,4247
395,110,3,4248
293,76,3,4249
348,146,4,4250
66,391,2,4251
519,121,3,4252
339,174,3,4253
899,178,2,4254
596,450,3,4255
556,135,3,4256
854,15,3,4257
332,194,3,4258
495,8,3,4259
827,333,2,4260
332,326,4,4261
14,326,2,4262
613,225,3,4263
424,277,2,4264
407,112,3,4265
996,427,2,4266
0,265,4,4267
490,207,3,4268
621,199,3,4269
951,368,4,4270
984,305,4,4271
11,344,3,4272
464,187,3,4273
665,493,3,4274
367,333,3,4275
936,419,3,4276
888,278,3,4277
170,133,3,4278
964,426,3,4279
24,17,5,4280
189,140,3,4281
554,333,3,4282
795,145,3,4283
314,443,4,4284
318,440,3,4285
91,178,3,4286
55,154,3,4287
671,110,3,4288
136,231,3,4289
991,467,3,4290
731,480,3,4291
67,301,3,4292
248,481,3,4293
322,409,3,4294
903,5,3,4295
975,279,4,4296
431,486,4,4297
605,428,3,4298
268,196,3,4299
536,147,3,4300
117,337,3,4301
366,337,2,4302
65,457,4,4303
812,369,3,4304
174,318,3,4305
587,494,3,4306
972,113,3,4307
110,248,3,4308
438,202,4,4309
146,34,3,4310
998,308,3,4311
537,237,3,4312
13,373,2,4313
556,427,3,4314
727,232,3,4315
704,50,3,4316
938,374,3,4317
725,150,3,4318
439,274,3,4319
849,75,3,4320
438,219,2,4321
859,443,4,4322
698,288,4,4323
914,27,3,4324
890,179,3,4325
252,125,3,4326
176,36,2,4327
409,98,3,4328
609,126,3,4329
482,167,1,4330
591,293,3,4331
844,125,2,4332
342,309,3,4333
661,15,3,4334
539,495,3,4335
418,443,2,4336
684,45,4,4337
839,235,3,4338
438,213,3,4339
743,84,3,4340
920,488,3,4341
64,133,3,4342
662,114,3,4343
63,342,4,4344
938,362,3,4345
918,351,3,4346
157,76,3,4347
490,145,3,4348
854,462,3,4349
224,404,3,4350
312,102,3,4351
918,346,3,4352
812,427,3,4353
465,87,4,4354
882,302,3,4355
679,434,3,4356
681,134,3,4357
49,431,4,4358
339,346,3,4359
645,346,3,4360
648,244,3,4361
108,312,3,4362
798,20,4,4363
89,295,3,4364
111,300,3,4365
588,176,3,4366
342,147,3,4367
100,245,3,4368
628,91,3,4369
400,27,2,4370
936,449,3,4371
536,57,2,4372
497,296,2,4373
133,330,3,4374
248,37,4,4375
901,428,3,4376
74,141,4,4377
833,167,4,4378
770,372,4,4379
354,224,3,4380
145,447,4,4381
240,371,3,4382
892,343,3,4383
748,34,3,4384
701,0,3,4385
995,152,3,4386
428,432,2,4387
507,125,3,4388
490,481,4,4389
344,399,3,4390
737,220,4,4391
914,406,3,4392
722,24,3,4393
527,181,3,4394
498,328,3,4395
640,41,3,4396
914,480,3,4397
929,335,3,4398
747,359,3,4399
438,401,3,4400
545,344,3,4401
892,44,3,4402
645,20,4,4403
633,69,3,4404
863,360,2,4405
47,490,2,4406
550,286,2,4407
9,29,2,4408
755,273,3,4409
955,87,4,4410
755,380,3,4411
328,478,3,4412
14,3,4,4413
190,167,2,4414
520,108,3,4415
136,153,3,4416
387,208,4,4417
271,142,4,4418
610,376,3,4419
819,68,4,4420
246,260,4,4421
787,78,3,4422
657,110,3,4423
769,92,4,4424
524,259,3,4425
937,108,3,4426
329,188,3,4427
94,104,3,4428
7,66,2,4429
495,190,3,4430
365,255,4,4431
520,477,3,4432
116,266,3,4433
610,484,3,4434
508,297,3,4435
908,163,3,4436
375,140,3,4437
267,36,2,4438
73,72,2,4439
307,198,2,4440
129,245,3,4441
823,59,4,4442
790,102,3,4443
807,319,3,4444
486,340,4,4445
150,156,4,4446
205,473,3,4447
178,196,3,4448
734,88,3,4449
798,433,3,4450
787,235,3,4451
182,208,3,4452
492,129,3,4453
664,12,3,4454
633,358,3,4455
731,105,3,4456
374,69,3,4457
706,185,3,4458
98,81,2,4459
586,373,4,4460
851,191,3,4461
324,466,3,4462
725,314,3,4463
955,466,2,4464
893,366,4,4465
317,143,4,4466
383,215,3,4467
360,323,3,4468
14,216,3,4469
491,438,3,4470
546,182,3,4471
269,432,3,4472
466,357,4,4473
611,6,3,4474
541,466,4,4475
304,472,3,4476
143,110,3,4477
231,178,3,4478
583,209,4,4479
731,79,3,4480
499,82,3,4481
553,272,3,4482
702,172,4,4483
972,6,3,4484
154,9,2,4485
545,35,4,4486
920,5,3,4487
919,401,2,4488
214,133,2,4489
284,125,3,4490
920,438,4,4491
848,173,2,4492
151,330,3,4493
537,382,3,4494
114,381,2,4495
481,283,4,4496
898,74,3,4497
165,188,2,4498
77,434,3,4499
601,175,3,4500
20,53,3,4501
183,358,3,4502
221,314,3,4503
327,178,3,4504
787,111,3,4505
735,213,3,4506
58,326,3,4507
904,108,2,4508
896,156,3,4509
190,199,3,4510
311,195,3,4511
34,378,2,4512
386,245,3,4513
236,103,2,4514
518,282,3,4515
0,218,3,4516
463,229,3,4517
966,171,3,4518
86,40,3,4519
122,330,3,4520
297,372,3,4521
928,177,3,4522
574,483,3,4523
164,488,3,4524
698,382,3,4525
208,226,3,4526
431,388,3,4527
559,223,4,4528
2,371,3,4529
610,115,4,4530
269,446,3,4531
367,252,3,4532
316,414,3,4533
94,272,2,4534
891,23,3,4535
627,150,3,4536
849,49,3,4537
501,205,3,4538
497,334,2,4539
78,69,3,4540
26,270,3,4541
561,291,2,4542
246,263,3,4543
590,386,3,4544
701,46,3,4545
972,360,3,4546
865,471,4,4547
487,351,3,4548
700,415,2,4549
255,221,3,4550
883,240,4,4551
780,0,3,4552
545,445,2,4553
78,235,4,4554
333,376,3,4555
348,97,3,4556
81,454,4,4557
476,414,3,4558
703,252,2,4559
920,37,4,4560
13,391,3,4561
346,309,3,4562
385,208,3,4563
356,461,3,4564
600,55,3,4565
93,92,3,4566
339,84,2,4567
444,244,3,4568
21,290,3,4569
484,271,3,4570
305,121,3,4571
127,112,2,4572
938,272,3,4573
847,441,3,4574
502,129,3,4575
131,84,3,4576
934,481,2,4577
861,389,2,4578
592,486,2,4579
984,324,4,4580
447,15,3,4581
818,104,3,4582
164,487,3,4583
712,196,2,4584
425,184,2,4585
833,264,4,4586
874,99,4,4587
341,319,3,4588
725,277,3,4589
673,438,2,4590
156,421,3,4591
250,365,2,4592
608,17,4,4593
326,448,3,4594
894,96,4,4595
512,215,2,4596
131,259,2,4597
124,81,4,4598
282,170,3,4599
58,31,2,4600
160,283,3,4601
105,104,3,4602
438,227,4,4603
699,69,4,4604
317,463,3,4605
801,86,3,4606
881,361,3,4607
471,55,3,4608
624,12,3,4609
439,17,3,4610
693,460,3,4611
112,228,3,4612
170,294,3,4613
188,425,3,4614
976,78,3,4615
657,406,3,4616
181,498,3,4617
797,249,3,4618
865,313,3,4619
707,322,3,4620
70,247,2,4621
145,105,3,4622
774,295,3,4623
581,469,4,4624
505,192,4,4625
67,493,3,4626
816,51,3,4627
881,362,4,4628
796,404,3,4629
473,333,3,4630
520,250,3,4631
430,331,3,4632
297,434,4,4633
695,178,3,4634
197,127,2,4635
531,471,2,4636
410,421,3,4637
839,64,3,4638
693,240,2,4639
368,23,2,4640
383,430,4,4641
966,82,3,4642
981,318,3,4643
696,438,3,4644
827,98,3,4645
573,285,3,4646
988,21,3,4647
458,211,2,4648
125,412,2,4649
498,424,3,4650
553,97,3,4651
960,30,3,4652
157,111,2,4653
401,246,2,4654
121,272,2,4655
293,397,3,4656
470,472,3,4657
206,109,4,4658
439,277,3,4659
962,55,3,4660
886,402,3,4661
568,427,3,4662
481,290,3,4663
113,380,3,4664
896,307,3,4665
852,476,3,4666
709,420,2,4667
320,178,2,4668
896,218,3,4669
788,436,3,4670
527,491,4,4671
890,60,2,4672
53,167,3,4673
537,335,3,4674
987,64,3,4675
611,73,3,4676
703,170,3,4677
272,376,2,4678
698,22,2,4679
390,427,3,4680
692,326,3,4681
107,334,3,4682
161,301,3,4683
451,205,3,4684
589,15,3,4685
326,95,3,4686
658,1,3,4687
9,433,3,4688
124,80,3,4689
484,139,2,4690
837,149,4,4691
799,360,4,4692
339,128,3,4693
437,238,2,4694
500,57,4,4695
197,210,3,4696
913,389,2,4697
44,96,3,4698
278,22,2,4699
409,460,2,4700
390,334,2,4701
43,26,3,4702
793,96,3,4703
974,35,3,4704
620,54,3,4705
703,218,2,4706
184,68,3,4707
828,129,4,4708
566,377,4,4709
608,335,3,4710
598,293,3,4711
630,207,3,4712
333,412,3,4713
153,34,3,4714
78,66,3,4715
854,412,3,4716
545,96,4,4717
168,168,3,4718
662,70,4,4719
514,313,3,4720
31,286,4,4721
593,42,4,4722
902,104,3,4723
0,60,3,4724
269,179,3,4725
735,5,3,4726
102,9,2,4727
582,89,3,4728
225,157,3,4729
739,404,4,4730
125,443,3,4731
208,96,3,4732
73,114,3,4733
190,494,3,4734
681,306,3,4735
959,203,3,4736
55,207,2,4737
552,31,3,4738
526,61,3,4739
666,283,2,4740
720,319,3,4741
493,186,3,4742
497,441,4,4743
129,126,4,4744
291,113,2,4745
198,12,3,4746
270,88,2,4747
214,443,3,4748
789,446,4,4749
985,480,3,4750
714,73,2,4751
536,100,3,4752
175,426,2,4753
116,165,2,4754
40,428,3,4755
343,423,4,4756
365,119,3,4757
608,144,2,4758
727,228,3,4759
824,129,3,4760
351,376,4,4761
317,471,4,4762
648,323,3,4763
336,272,3,4764
116,305,4,4765
367,93,2,4766
167,441,2,4767
714,340,3,4768
660,401,3,4769
694,412,3,4770
151,73,3,4771
876,400,3,4772
273,41,3,4773
495,211,3,4774
100,44,3,4775
81,16,2,4776
72,13,3,4777
432,156,4,4778
734,131,3,4779
337,403,2,4780
375,375,3,4781
558,106,4,4782
619,264,4,4783
154,270,3,4784
987,484,3,4785
246,18,3,4786
857,435,3,4787
537,216,3,4788
153,153,4,4789
685,91,4,4790
432,337,2,4791
479,180,2,4792
130,449,3,4793
992,297,3,4794
786,272,2,4795
928,75,3,4796
176,183,3,4797
830,130,3,4798
874,48,4,4799
566,153,3,4800
354,199,2,4801
307,355,2,4802
884,117,2,4803
774,45,2,4804
301,355,2,4805
911,407,3,4806
188,309,4,4807
829,128,3,4808
560,24,3,4809
265,117,3,4810
463,143,3,4811
441,199,4,4812
156,486,2,4813
859,133,2,4814
911,147,4,4815
335,70,3,4816
232,333,3,4817
810,153,3,4818
89,333,3,4819
198,160,3,4820
537,120,3,4821
300,211,3,4822
574,450,3,4823
435,67,2,4824
764,409,3,4825
458,1,3,4826
397,107,4,4827
285,48,3,4828
139,217,3,4829
555,416,3,4830
780,77,3,4831
727,381,4,4832
609,235,2,4833
281,148,4,4834
923,303,3,4835
995,423,4,4836
577,233,4,4837
456,86,2,4838
78,204,2,4839
790,336,3,4840
253,303,3,4841
379,129,3,4842
595,275,3,4843
698,45,3,4844
898,182,3,4845
267,295,3,4846
321,99,2,4847
77,271,2,4848
338,161,3,4849
555,237,3,4850
133,460,3,4851
191,355,4,4852
277,17,3,4853
523,179,3,4854
122,245,3,4855
733,372,4,4856
50,487,3,4857
70,479,3,4858
559,18,2,4859
773,83,3,4860
154,52,3,4861
618,356,2,4862
815,134,4,4863
442,68,2,4864
522,142,3,4865
191,386,4,4866
377,68,4,4867
534,180,3,4868
292,8,4,4869
270,386,3,4870
92,453,3,4871
528,153,3,4872
404,327,2,4873
148,376,3,4874
266,421,3,4875
839,105,3,4876
471,380,4,4877
546,118,3,4878
525,13,3,4879
777,139,2,4880
805,363,3,4881
118,237,2,4882
545,168,3,4883
521,121,3,4884
912,144,3,4885
962,445,3,4886
734,370,3,4887
768,267,3,4888
870,3,4,4889
937,396,3,4890
865,105,4,4891
84,213,3,4892
120,131,3,4893
849,196,4,4894
18,129,2,4895
11,80,3,4896
329,353,4,4897
773,391,2,4898
636,306,3,4899
266,446,3,4900
440,382,3,4901
651,328,4,4902
1,7,3,4903
761,138,3,4904
635,308,3,4905
739,9,3,4906
468,211,3,4907
111,7,4,4908
803,476,3,4909
873,459,4,4910
252,13,4,4911
751,437,3,4912
753,468,3,4913
853,148,2,4914
235,305,4,4915
477,166,3,4916
19,215,2,4917
854,134,3,4918
904,128,3,4919
409,421,3,4920
293,245,3,4921
700,43,2,4922
841,374,3,4923
445,377,4,4924
389,144,3,4925
50,241,4,4926
293,407,4,4927
562,265,3,4928
119,199,3,4929
916,247,3,4930
69,340,3,4931
56,381,3,4932
38,471,3,4933
800,442,3,4934
17,439,2,4935
731,312,3,4936
755,351,3,4937
971,303,3,4938
297,282,2,4939
585,109,3,4940
179,425,2,4941
543,233,3,4942
793,24,3,4943
842,278,3,4944
737,56,4,4945
179,231,3,4946
893,342,3,4947
476,286,3,4948
575,454,3,4949
231,288,2,4950
212,257,3,4951
529,174,3,4952
928,228,4,4953
225,83,3,4954
802,434,3,4955
881,245,4,4956
401,109,3,4957
765,87,3,4958
583,380,3,4959
541,171,3,4960
308,393,3,4961
342,435,3,4962
176,138,3,4963
193,185,3,4964
217,163,3,4965
160,430,3,4966
524,295,3,4967
600,323,3,4968
41,402,3,4969
209,228,4,4970
861,274,2,4971
953,278,4,4972
250,309,2,4973
719,320,4,4974
139,279,2,4975
545,308,3,4976
903,17,2,4977
56,111,4,4978
4,409,3,4979
413,181,3,4980
12,338,2,4981
796,258,3,4982
89,103,4,4983
890,185,3,4984
249,254,4,4985
587,385,3,4986
970,107,2,4987
667,81,2,4988
588,484,3,4989
981,459,3,4990
257,126,2,4991
996,390,3,4992
281,473,3,4993
87,203,3,4994
15,150,3,4995
935,253,2,4996
187,328,3,4997
543,270,3,4998
996,396,3,4999
516,458,2,5000
329,307,4,5001
844,168,4,5002
692,365,3,5003
177,142,3,5004
361,247,3,5005
638,262,3,5006
39,411,3,5007
415,354,2,5008
254,142,4,5009
751,227,3,5010
852,197,4,5011
576,387,2,5012
10,107,3,5013
25,444,4,5014
420,150,4,5015
220,340,3,5016
495,236,3,5017
236,496,3,5018
218,486,3,5019
935,460,3,5020
662,122,3,5021
143,477,4,5022
188,254,3,5023
67,103,3,5024
335,158,3,5025
820,361,2,5026
408,299,4,5027
907,89,3,5028
356,255,3,5029
352,219,3,5030
520,11,3,5031
836,437,3,5032
755,181,2,5033
283,311,3,5034
98,196,3,5035
481,365,3,5036
225,332,3,5037
614,105,3,5038
364,367,2,5039
569,77,3,5040
74,41,4,5041
421,323,3,5042
180,32,2,5043
70,55,4,5044
104,199,3,5045
100,255,3,5046
306,73,3,5047
682,376,3,5048
654,165,2,5049
398,260,3,5050
220,82,4,5051
181,306,3,5052
521,395,3,5053
3,350,3,5054
913,335,3,5055
999,291,2,5056
280,214,2,5057
971,97,3,5058
419,100,4,5059
962,8,2,5060
572,308,3,5061
657,426,4,5062
930,62,4,5063
632,225,3,5064
104,461,4,5065
771,348,3,5066
424,254,3,5067
428,433,4,5068
206,27,3,5069
681,335,3,5070
587,115,2,5071
68,353,3,5072
745,0,2,5073
166,351,3,5074
729,272,3,5075
367,250,3,5076
858,343,3,5077
930,173,3,5078
169,245,4,5079
934,89,3,5080
560,445,2,5081
293,406,3,5082
149,131,3,5083
432,58,3,5084
968,323,3,5085
198,214,3,5086
897,48,3,5087
471,231,2,5088
246,381,3,5089
990,238,1,5090
926,366,3,5091
167,47,3,5092
50,298,4,5093
609,438,2,5094
727,176,3,5095
379,473,3,5096
79,184,3,5097
366,460,3,5098
910,26,2,5099
451,463,3,5100
959,477,2,5101
925,419,3,5102
706,213,2,5103
368,341,3,5104
113,241,3,5105
502,123,2,5106
816,75,3,5107
310,468,3,5108
823,195,4,5109
862,43,2,5110
414,185,2,5111
854,245,3,5112
948,83,3,5113
206,150,3,5114
667,15,4,5115
164,404,3,5116
974,144,3,5117
36,332,3,5118
402,413,3,5119
44,401,4,5120
205,61,3,5121
419,355,4,5122
467,307,3,5123
18,364,3,5124
299,6,3,5125
760,427,3,5126
116,67,3,5127
506,33,3,5128
705,324,3,5129
54,265,3,5130
991,41,3,5131
296,460,3,5132
230,452,2,5133
889,393,3,5134
521,357,2,5135
986,443,4,5136
127,178,3,5137
404,391,3,5138
192,91,4,5139
880,230,3,5140
77,84,3,5141
29,212,3,5142
48,264,3,5143
144,68,3,5144
57,184,2,5145
573,478,3,5146
819,444,3,5147
295,165,3,5148
170,62,3,5149
146,483,2,5150
305,160,4,5151
652,333,3,5152
608,445,2,5153
220,42,3,5154
944,291,4,5155
377,107,3,5156
265,94,3,5157
261,312,3,5158
896,70,4,5159
953,218,3,5160
532,91,4,5161
126,79,3,5162
823,237,3,5163
982,371,3,5164
915,485,3,5165
693,24,3,5166
155,4,3,5167
631,276,2,5168
529,430,3,5169
709,56,2,5170
604,18,3,5171
383,352,3,5172
192,236,3,5173
386,425,3,5174
276,226,3,5175
744,39,3,5176
322,152,3,5177
638,236,3,5178
997,492,4,5179
54,467,3,5180
435,171,3,5181
108,353,3,5182
950,367,3,5183
982,197,2,5184
370,372,3,5185
972,496,3,5186
598,200,3,5187
848,321,2,5188
274,210,4,5189
503,390,4,5190
117,190,3,5191
553,41,3,5192
314,275,3,5193
328,16,3,5194
282,430,3,5195
257,62,2,5196
573,99,2,5197
18,16,3,5198
836,422,3,5199
465,372,3,5200
757,250,3,5201
966,80,3,5202
550,35,3,5203
423,428,2,5204
387,485,4,5205
920,196,3,5206
669,203,3,5207
195,215,4,5208
284,456,3,5209
195,306,3,5210
663,13,2,5211
836,145,3,5212
937,56,3,5213
722,267,4,5214
209,16,3,5215
797,343,4,5216
714,98,2,5217
278,208,3,5218
640,334,3,5219
287,251,2,5220
264,270,3,5221
923,407,3,5222
699,418,4,5223
725,282,3,5224
210,364,2,5225
75,147,3,5226
320,212,3,5227
432,108,4,5228
640,9,3,5229
46,378,3,5230
826,95,3,5231
957,102,4,5232
891,341,4,5233
145,367,4,5234
941,415,2,5235
26,219,3,5236
529,166,3,5237
944,476,3,5238
81,427,3,5239
583,309,3,5240
478,253,3,5241
161,326,2,5242
931,401,2,5243
507,37,4,5244
954,392,4,5245
712,493,3,5246
199,254,2,5247
178,34,3,5248
593,388,3,5249
397,219,3,5250
157,3,3,5251
166,467,2,5252
959,408,3,5253
411,203,2,5254
193,234,3,5255
717,149,4,5256
158,278,3,5257
815,403,3,5258
892,165,4,5259
310,67,2,5260
462,87,3,5261
216,0,3,5262
134,184,3,5263
350,139,3,5264
617,132,4,5265
619,177,3,5266
809,357,4,5267
379,395,3,5268
870,145,3,5269
462,477,3,5270
107,121,4,5271
16,195,3,5272
326,317,3,5273
808,478,3,5274
251,486,3,5275
118,161,2,5276
709,497,5,5277
485,44,2,5278
313,178,3,5279
893,417,2,5280
555,270,2,5281
77,325,3,5282
689,356,3,5283
415,450,3,5284
514,213,3,5285
853,73,2,5286
562,66,3,5287
508,331,3,5288
92,175,3,5289
656,6,4,5290
268,375,3,5291
833,3,3,5292
137,230,3,5293
599,16,3,5294
51,133,2,5295
722,324,4,5296
991,457,3,5297
904,218,2,5298
716,210,3,5299
276,23,3,5300
485,3,3,5301
151,442,3,5302
482,258,2,5303
323,356,3,5304
167,175,3,5305
309,290,3,5306
478,55,3,5307
619,472,4,5308
295,460,3,5309
323,301,2,5310
845,140,3,5311
666,261,3,5312
784,419,3,5313
743,240,3,5314
354,336,3,5315
769,248,3,5316
588,179,3,5317
65,307,3,5318
347,170,3,5319
473,21,3,5320
366,106,2,5321
438,322,3,5322
226,443,4,5323
